,total,data,pde,border
0,0.046529583632946014,0.08492190390825272,0.008137150667607784,0.26254716515541077
1,0.007805428002029657,0.012037407606840134,0.0035734479315578938,0.17114675045013428
2,0.005853794049471617,0.00886207539588213,0.002845514565706253,0.17078563570976257
3,0.005055878311395645,0.007556222844868898,0.002555520972236991,0.17046691477298737
4,0.004627792164683342,0.006872156634926796,0.0023834274616092443,0.1709584891796112
5,0.004371847491711378,0.006461137905716896,0.0022825689520686865,0.17150314152240753
6,0.004193314351141453,0.006168166641145945,0.0022184427361935377,0.17166565358638763
7,0.0040542250499129295,0.005944529082626104,0.0021639319602400064,0.17161692678928375
8,0.003944358788430691,0.005771718919277191,0.00211699609644711,0.17149244248867035
9,0.0038526784628629684,0.005630082450807095,0.002075275406241417,0.17132675647735596
10,0.003778062527999282,0.00552067905664444,0.0020354550797492266,0.17130176723003387
11,0.0037054631393402815,0.00541491387411952,0.00199601287022233,0.17130249738693237
12,0.003638069611042738,0.005319464951753616,0.001956684049218893,0.17137807607650757
13,0.003574240719899535,0.005227874964475632,0.001920605544000864,0.1714131385087967
14,0.003516320139169693,0.005145471077412367,0.0018871696665883064,0.17148928344249725
15,0.0034628172870725393,0.005068751983344555,0.0018568793311715126,0.17158550024032593
16,0.0034128737170249224,0.004995373543351889,0.0018303795950487256,0.17164286971092224
17,0.0033651709090918303,0.0049230437725782394,0.0018073009559884667,0.1716402918100357
18,0.0033197845332324505,0.0048525165766477585,0.0017870388692244887,0.17159119248390198
19,0.0032767902594059706,0.004784224089235067,0.0017693666741251945,0.17151309549808502
20,0.0032359096221625805,0.004717572126537561,0.001754252822138369,0.1714210957288742
21,0.0031970434356480837,0.004652332980185747,0.0017417523777112365,0.17133256793022156
22,0.003156776074320078,0.00458127073943615,0.0017322797793895006,0.17124003171920776
23,0.0031150230206549168,0.004503968637436628,0.0017260703025385737,0.17114706337451935
24,0.003070751205086708,0.004418597090989351,0.0017229076474905014,0.17106503248214722
25,0.003023904748260975,0.0043265908025205135,0.0017212082166224718,0.17100082337856293
26,0.0029771756380796432,0.004235544241964817,0.0017188064521178603,0.17095361649990082
27,0.002934287767857313,0.004153863061219454,0.0017147187609225512,0.17092818021774292
28,0.002896640682592988,0.004084019456058741,0.0017092643538489938,0.17092740535736084
29,0.002863799687474966,0.00402461364865303,0.001702981535345316,0.17095108330249786
30,0.0028343650046736,0.0039725336246192455,0.001696196966804564,0.1709892749786377
31,0.002807116834446788,0.003925015684217215,0.0016892208950594068,0.1710299700498581
32,0.0027818328235298395,0.003881262382492423,0.0016824015183374286,0.17107316851615906
33,0.002758480841293931,0.0038409207481890917,0.0016760394209995866,0.17111948132514954
34,0.0027369926683604717,0.0038036187179386616,0.0016703706933185458,0.17116732895374298
35,0.0027173899579793215,0.003769179806113243,0.0016656024381518364,0.17121510207653046
36,0.0026997767854481936,0.0037376543041318655,0.0016619008965790272,0.1712648868560791
37,0.002684330800548196,0.0037092461716383696,0.0016594164771959186,0.17131780087947845
38,0.0026712254621088505,0.0036841491237282753,0.0016583011019974947,0.17137713730335236
39,0.002660610945895314,0.0036624541971832514,0.0016587679274380207,0.1714477241039276
40,0.0026527715381234884,0.0036444084253162146,0.0016611362807452679,0.17153765261173248
41,0.00264830538071692,0.003630710067227483,0.001665904768742621,0.1716601699590683
42,0.0026486744172871113,0.003623194992542267,0.0016741582658141851,0.17182748019695282
43,0.0026582672726362944,0.003627701196819544,0.0016888328827917576,0.1720466911792755
44,0.0026859885547310114,0.0036553065292537212,0.0017166674369946122,0.17232924699783325
45,0.002778929192572832,0.0037802071310579777,0.0017776595195755363,0.17294903099536896
46,0.0029311589896678925,0.003995795268565416,0.0018665199168026447,0.1745576709508896
47,0.0027797245420515537,0.003619096940383315,0.001940350979566574,0.16838613152503967
48,0.003012832487002015,0.004089080262929201,0.0019365812186151743,0.17204229533672333
49,0.0037235748022794724,0.004990065470337868,0.0024570911191403866,0.18459664285182953
50,0.0028601319063454866,0.003752022283151746,0.0019682389684021473,0.17195354402065277
51,0.003167234594002366,0.004275524523109198,0.002058936981484294,0.17380721867084503
52,0.002849192824214697,0.003783527296036482,0.0019148587016388774,0.17130827903747559
53,0.0027680753264576197,0.003703056601807475,0.0018330964958295226,0.17163634300231934
54,0.002752758329734206,0.003667823038995266,0.0018377015367150307,0.17134396731853485
55,0.0028280369006097317,0.0037777991965413094,0.0018782756524160504,0.17214171588420868
56,0.0028236324433237314,0.0037382831797003746,0.001908984500914812,0.17238326370716095
57,0.0028979924973100424,0.0038460413925349712,0.001949945231899619,0.1737741380929947
58,0.002817933913320303,0.0037067593075335026,0.0019291089847683907,0.17319290339946747
59,0.0027548021171242,0.0036066428292542696,0.0019029555842280388,0.17288866639137268
